onset	duration	sample	value	event_code
0	n/a	0	break cnt	break cnt
2.004	n/a	1002	resting_start	90
61.89	n/a	30945	instructed_toOpenEyes	20
81.89	n/a	40945	instructed_toCloseEyes	30
121.89	n/a	60945	instructed_toOpenEyes	20
141.89	n/a	70945	instructed_toCloseEyes	30
181.88	n/a	90940	instructed_toOpenEyes	20
201.882	n/a	100941	instructed_toCloseEyes	30
241.882	n/a	120941	instructed_toOpenEyes	20
261.882	n/a	130941	instructed_toCloseEyes	30
301.884	n/a	150942	instructed_toOpenEyes	20
321.884	n/a	160942	instructed_toCloseEyes	30
361.884	n/a	180942	instructed_toOpenEyes	20
366.417	n/a	183208.5	boundary	boundary
