Row,data_pnts,event_cnt,key_events_exist,quality_checks
NDARAA306NT2,NaN,NaN,0,n/a
NDARAA504CRN,NaN,NaN,0,n/a
NDARAB514MAJ,70318,46,1,n/a
NDARAB977GFB,103564,20,1,n/a
NDARAD571FLB,97641,13,1,n/a
NDARAF003VCL,79416,43,1,n/a
NDARAG191AE8,128141,14,1,n/a
NDARAG610XL4,80994,17,1,n/a
NDARAH976BND,NaN,NaN,0,n/a
NDARAJ977PRJ,86846,24,1,n/a
NDARAN524ZK6,NaN,NaN,0,n/a
NDARAN934AZL,104841,14,1,n/a
NDARAP912JK3,85894,24,1,n/a
NDARAR305LXG,NaN,NaN,0,n/a
NDARAT709MMX,NaN,NaN,0,n/a
NDARAV454VF0,92445,14,1,n/a
NDARAY298THW,82395,29,1,n/a
NDARBD370RBY,87493,10,1,n/a
NDARBJ375VP4,102469,22,1,n/a
NDARBL242L4H,NaN,NaN,0,n/a
NDARBT436PMT,80698,26,1,n/a
NDARBV630BK6,103140,23,1,n/a
NDARCA050RZL,NaN,NaN,0,n/a
NDARCB627KDN,84819,28,1,n/a
NDARCC059WTH,98767,16,1,n/a
NDARCC101PA9,220152,24,1,n/a
NDARCC824FCL,NaN,NaN,0,n/a
NDARCJ330NBP,NaN,NaN,0,n/a
NDARCM050BN2,NaN,NaN,0,n/a
NDARCM953HKD,80143,24,1,n/a
NDARCN681CXW,85644,17,1,n/a
NDARCR715LEY,NaN,NaN,0,n/a
NDARCT889DMB,95493,41,1,n/a
NDARCV440TRV,90018,14,1,n/a
NDARCV628NRY,187885,12,1,n/a
NDARCX505WVX,NaN,NaN,0,n/a
NDARDE502TEU,84419,26,1,n/a
NDARDF560NND,NaN,NaN,0,n/a
NDARDJ204EPU,78421,31,1,n/a
NDARDJ544BU5,83771,20,1,n/a
NDARDP292DVC,119515,22,1,n/a
NDARDP725ZVY,85643,19,1,n/a
NDARDV648WB5,NaN,NaN,0,n/a
NDARDW178AC6,78496,27,1,n/a
NDAREB303XDC,84417,19,1,n/a
NDARED010UML,153114,10,1,n/a
NDAREF074ZAQ,NaN,NaN,0,n/a
NDAREG013BLG,81993,36,1,n/a
NDARET558NB3,135963,10,1,n/a
NDARET888KD2,111194,17,1,n/a
NDAREV372WDG,86464,13,1,n/a
NDARFD069AW7,120717,25,1,n/a
NDARFJ988HKR,NaN,NaN,0,n/a
NDARFK819TD5,84169,33,1,n/a
NDARFP243NWY,NaN,NaN,0,n/a
NDARFP503KJF,86815,30,1,n/a
NDARFP813TL5,NaN,NaN,0,n/a
NDARFV725LGA,NaN,NaN,0,n/a
NDARFW100ZXX,NaN,NaN,0,n/a
NDARFW506ZZ0,81745,29,1,n/a
NDARFW669WJ9,NaN,NaN,0,n/a
NDARGB060TAM,82094,26,1,n/a
NDARGC255BUN,NaN,NaN,0,n/a
NDARGM258RZU,NaN,NaN,0,n/a
NDARGM421YWQ,84417,18,1,n/a
NDARGN210CK7,78372,23,1,n/a
NDARGU829GZ4,NaN,NaN,0,n/a
NDARGV263ZRY,81645,32,1,n/a
NDARGZ116HTR,98640,10,1,n/a
NDARHD276TYX,84742,30,1,n/a
NDARHN911CNJ,87495,27,1,n/a
NDARHU529JHV,128412,24,1,n/a
NDARHX252NVH,80716,19,1,n/a
NDARJA315FUQ,NaN,NaN,0,n/a
NDARJC463HCM,87043,12,1,n/a
NDARJD142DHR,81693,10,1,n/a
NDARJH910CGX,NaN,NaN,0,n/a
NDARJJ216EGT,80768,23,1,n/a
NDARJK147LNJ,200812,15,1,n/a
NDARJK154PF5,NaN,NaN,0,n/a
NDARJL656RDA,98892,14,1,n/a
NDARJR280FEJ,101815,24,1,n/a
NDARJV547LA3,118666,38,1,n/a
NDARJW072UJ3,NaN,NaN,0,n/a
NDARJW503GA0,87842,14,1,n/a
NDARJX121GKP,82819,27,1,n/a
NDARJY577WNJ,82868,19,1,n/a
NDARKD590VF4,NaN,NaN,0,n/a
NDARKH944KVE,NaN,NaN,0,n/a
NDARKL223LLF,87642,23,1,n/a
NDARKM718VKX,116545,9,1,n/a
NDARKN742LEV,80645,28,1,n/a
NDARKT540ZW0,88945,13,1,n/a
NDARKU726AB4,NaN,NaN,0,n/a
NDARKZ949UAL,NaN,NaN,0,n/a
NDARLA226ADX,93840,16,1,n/a
NDARLA457ELH,120939,23,1,n/a
NDARLE335PRN,NaN,NaN,0,n/a
NDARLE412VD5,88367,35,1,n/a
NDARLE849LCR,106616,10,1,n/a
NDARLH043YDK,86442,19,1,n/a
NDARLH423CR7,141264,26,1,n/a
NDARLP417RC6,106741,16,1,n/a
NDARLR924YAV,79471,22,1,n/a
NDARMB290GPL,NaN,NaN,0,n/a
NDARMC694YF3,NaN,NaN,0,n/a
NDARMF560MUH,199669,34,1,n/a
NDARMF846EVR,87618,16,1,n/a
NDARMG263JRX,81144,19,1,n/a
NDARMJ333WJM,80820,33,1,n/a
NDARMJ845MJA,83993,20,1,n/a
NDARML626PGU,NaN,NaN,0,n/a
NDARMR134HUY,88570,14,1,n/a
NDARMZ119VPH,90566,12,1,n/a
NDARNA421FL7,80921,19,1,n/a
NDARNB390JL3,83270,20,1,n/a
NDARNC130ZLK,82670,19,1,n/a
NDARNC489BX5,NaN,NaN,0,n/a
NDARND604TNB,NaN,NaN,0,n/a
NDARND805ZTP,NaN,NaN,0,n/a
NDARNT205ZKP,NaN,NaN,0,n/a
NDARNT898ZPF,66244,14,1,n/a
NDARNU411FDE,NaN,NaN,0,n/a
NDARNV983DET,NaN,NaN,0,n/a
NDARNW099DC7,NaN,NaN,0,n/a
NDARNX050XBN,80467,25,1,n/a
NDARNZ084JVC,NaN,NaN,0,n/a
NDARPC301UWR,91271,11,1,n/a
NDARPC745LTD,102617,32,1,n/a
NDARPE830YU0,82039,26,1,n/a
NDARPJ001BVE,NaN,NaN,0,n/a
NDARPJ691NEU,NaN,NaN,0,n/a
NDARPK597XH0,NaN,NaN,0,n/a
NDARPL406KX4,88090,22,1,n/a
NDARRE063LG2,84719,16,1,n/a
NDARRH199NCH,90270,22,1,n/a
NDARRL030XD8,84820,26,1,n/a
NDARRR595LRJ,106242,42,1,n/a
NDARRU820CXW,82019,24,1,n/a
NDARRV002MA8,346661,23,1,n/a
NDARRX084UML,NaN,NaN,0,n/a
NDARRX552PP2,85138,11,1,n/a
NDARRY885YL9,NaN,NaN,0,n/a
NDARRZ940HX6,92592,18,1,n/a
NDARRZ993EL4,NaN,NaN,0,n/a
NDARTF150VPJ,82441,30,1,n/a
NDARTH529YKZ,108687,11,1,n/a
NDARTJ862ENU,81394,57,1,n/a
NDARTN760YH8,75968,38,1,n/a
NDARTP022VL6,NaN,NaN,0,n/a
NDARTV119WJK,81894,15,1,n/a
NDARTV296UNC,NaN,NaN,0,n/a
NDARTZ018PD5,176648,9,1,n/a
NDARUA745NA8,NaN,NaN,0,n/a
NDARUC715YN4,NaN,NaN,0,n/a
NDARUC980NZ5,NaN,NaN,0,n/a
NDARUD394JAW,NaN,NaN,0,n/a
NDARUK054GTN,134666,17,1,n/a
NDARUK588UY6,82043,23,1,n/a
NDARUK719URM,NaN,NaN,0,n/a
NDARUP441BKK,NaN,NaN,0,n/a
NDARUT142RT3,NaN,NaN,0,n/a
NDARUW206XUG,82319,27,1,n/a
NDARUZ200NRJ,79847,30,1,n/a
NDARVC318GTX,82694,18,1,n/a
NDARVJ687ENB,NaN,NaN,0,n/a
NDARVK407TGE,137902,7,1,n/a
NDARVM287DJK,NaN,NaN,0,n/a
NDARVP894EX0,NaN,NaN,0,n/a
NDARVR601FUT,86418,33,1,n/a
NDARVV704MND,NaN,NaN,0,n/a
NDARVY860TY0,90493,18,1,n/a
NDARWE130JMG,NaN,NaN,0,n/a
NDARWP675DHU,NaN,NaN,0,n/a
NDARWX376FTQ,NaN,NaN,0,n/a
NDARXB023AMW,84390,40,1,n/a
NDARXD907ZJL,NaN,NaN,0,n/a
NDARXE912NZP,NaN,NaN,0,n/a
NDARXF294ME0,84044,13,1,n/a
NDARXF711LJ9,81619,35,1,n/a
NDARXJ973GFA,NaN,NaN,0,n/a
NDARXL534AZA,NaN,NaN,0,n/a
NDARXX939FFN,NaN,NaN,0,n/a
NDARXZ710ZJ8,NaN,NaN,0,n/a
NDARYA877HN5,187356,18,1,n/a
NDARYB414NGM,78494,31,1,n/a
NDARYG172DBJ,NaN,NaN,0,n/a
NDARYJ334EHH,82966,27,1,n/a
NDARYJ694EU0,80940,30,1,n/a
NDARYL268BVG,187896,14,1,n/a
NDARYW789GNP,85170,26,1,n/a
NDARYY793DXM,87816,12,1,n/a
NDARZE389XF0,84492,24,1,n/a
NDARZF625MH8,NaN,NaN,0,n/a
NDARZH699ZET,NaN,NaN,0,n/a
NDARZP065VGY,135942,22,1,n/a
NDARZR529EJ1,NaN,NaN,0,n/a
NDARZV132DRG,84469,32,1,n/a
NDARAM197GFY,NaN,NaN,0,n/a
NDARCU919KUL,NaN,NaN,0,n/a
NDARFB371EMF,84544,12,1,n/a
NDARFD628UVZ,NaN,NaN,0,n/a
NDARFR873KZX,127842,13,1,n/a
NDARFV725DEQ,109592,11,1,n/a
NDARHP395DGY,NaN,NaN,0,n/a
NDARKF899ZUB,NaN,NaN,0,n/a
NDARKZ601KWB,NaN,NaN,0,n/a
