Row,data_pnts,event_cnt,key_events_exist,quality_checks
NDARAA306NT2,82950,4,1,n/a
NDARAA504CRN,98787,5,1,n/a
NDARAB514MAJ,82432,4,1,n/a
NDARAB977GFB,82319,4,1,n/a
NDARAD571FLB,82272,4,1,n/a
NDARAF003VCL,82410,4,1,n/a
NDARAG191AE8,182784,10,1,n/a
NDARAG610XL4,NaN,NaN,0,n/a
NDARAH976BND,82369,4,1,n/a
NDARAJ977PRJ,82378,4,1,n/a
NDARAN524ZK6,82301,4,1,n/a
NDARAN934AZL,82778,5,1,n/a
NDARAP912JK3,82844,4,1,n/a
NDARAR305LXG,82459,4,1,n/a
NDARAT709MMX,82278,4,1,n/a
NDARAV454VF0,82382,4,1,n/a
NDARAY298THW,83280,4,1,n/a
NDARBD370RBY,82267,4,1,n/a
NDARBJ375VP4,82282,4,1,n/a
NDARBL242L4H,82337,4,1,n/a
NDARBT436PMT,82423,4,1,n/a
NDARBV630BK6,82387,4,1,n/a
NDARCA050RZL,82464,4,1,n/a
NDARCB627KDN,82286,4,1,n/a
NDARCC059WTH,82294,4,1,n/a
NDARCC101PA9,521,2,0,n/a
NDARCC824FCL,82279,4,1,n/a
NDARCJ330NBP,82712,4,1,n/a
NDARCM050BN2,82419,4,1,n/a
NDARCM953HKD,83311,4,1,n/a
NDARCN681CXW,82713,4,1,n/a
NDARCR715LEY,104404,7,1,n/a
NDARCT889DMB,83179,4,1,n/a
NDARCV440TRV,82277,4,1,n/a
NDARCV628NRY,82286,4,1,n/a
NDARCX505WVX,83254,4,1,n/a
NDARDE502TEU,NaN,NaN,0,n/a
NDARDF560NND,82382,4,1,n/a
NDARDJ204EPU,82380,4,1,n/a
NDARDJ544BU5,82443,4,1,n/a
NDARDP292DVC,82272,4,1,n/a
NDARDP725ZVY,102168,5,1,n/a
NDARDV648WB5,82427,4,1,n/a
NDARDW178AC6,83773,4,1,n/a
NDAREB303XDC,82292,4,1,n/a
NDARED010UML,83311,4,1,n/a
NDAREF074ZAQ,83346,4,1,n/a
NDAREG013BLG,83144,4,1,n/a
NDARET558NB3,82272,4,1,n/a
NDARET888KD2,83286,4,1,n/a
NDAREV372WDG,82699,4,1,n/a
