Row,data_pnts,event_cnt,key_events_exist,quality_checks
NDARAA306NT2,103083,3,1,n/a
NDARAA504CRN,102550,3,1,n/a
NDARAB514MAJ,103102,3,1,n/a
NDARAB977GFB,93715,2,0,n/a
NDARAD571FLB,102322,3,1,n/a
NDARAF003VCL,102622,3,1,n/a
NDARAG191AE8,102593,3,1,n/a
NDARAG610XL4,NaN,NaN,0,n/a
NDARAH976BND,102532,3,1,n/a
NDARAJ977PRJ,102534,3,1,n/a
NDARAN524ZK6,102317,3,1,n/a
NDARAN934AZL,102390,3,1,n/a
NDARAP912JK3,102305,3,1,n/a
NDARAR305LXG,102563,3,1,n/a
NDARAT709MMX,102832,3,1,n/a
NDARAV454VF0,102534,3,1,n/a
NDARAY298THW,102609,3,1,n/a
NDARBD370RBY,40979,2,0,n/a
NDARBJ375VP4,102328,3,1,n/a
NDARBL242L4H,102306,3,1,n/a
NDARBT436PMT,102586,3,1,n/a
NDARBV630BK6,102309,3,1,n/a
NDARCA050RZL,102606,3,1,n/a
NDARCB627KDN,102326,3,1,n/a
NDARCC059WTH,102323,3,1,n/a
NDARCC101PA9,NaN,NaN,0,n/a
NDARCC824FCL,102320,3,1,n/a
NDARCJ330NBP,102824,3,1,n/a
NDARCM050BN2,102536,3,1,n/a
NDARCM953HKD,103091,3,1,n/a
NDARCN681CXW,102325,3,1,n/a
NDARCR715LEY,102586,3,1,n/a
NDARCT889DMB,102330,3,1,n/a
NDARCV440TRV,92344,2,0,n/a
NDARCV628NRY,102323,3,1,n/a
NDARCX505WVX,102556,3,1,n/a
NDARDE502TEU,NaN,NaN,0,n/a
NDARDF560NND,102584,3,1,n/a
NDARDJ204EPU,102589,3,1,n/a
NDARDJ544BU5,102601,3,1,n/a
NDARDP292DVC,102315,3,1,n/a
NDARDP725ZVY,102311,3,1,n/a
NDARDV648WB5,102600,3,1,n/a
NDARDW178AC6,102549,3,1,n/a
NDAREB303XDC,102053,3,1,n/a
NDARED010UML,NaN,NaN,0,n/a
NDAREF074ZAQ,104785,3,1,n/a
NDAREG013BLG,102325,3,1,n/a
NDARET558NB3,102316,3,1,n/a
NDARET888KD2,102578,3,1,n/a
NDAREV372WDG,98126,2,0,n/a
NDARFD069AW7,102317,3,1,n/a
NDARFJ988HKR,102691,3,1,n/a
NDARFK819TD5,102318,3,1,n/a
NDARFP243NWY,NaN,NaN,0,n/a
NDARFP503KJF,102353,3,1,n/a
NDARFP813TL5,102667,3,1,n/a
NDARFV725LGA,102317,3,1,n/a
NDARFW100ZXX,102567,3,1,n/a
NDARFW506ZZ0,102600,3,1,n/a
NDARFW669WJ9,102585,3,1,n/a
NDARGB060TAM,102640,3,1,n/a
NDARGC255BUN,102317,3,1,n/a
NDARGM258RZU,102582,3,1,n/a
NDARGM421YWQ,102625,3,1,n/a
NDARGN210CK7,102596,3,1,n/a
NDARGU829GZ4,102547,3,1,n/a
NDARGV263ZRY,102660,3,1,n/a
NDARGZ116HTR,102311,3,1,n/a
NDARHD276TYX,102604,3,1,n/a
NDARHN911CNJ,102605,3,1,n/a
NDARHU529JHV,102345,3,1,n/a
NDARHX252NVH,102321,3,1,n/a
NDARJA315FUQ,102313,3,1,n/a
NDARJC463HCM,102311,3,1,n/a
NDARJD142DHR,102620,3,1,n/a
NDARJH910CGX,102311,3,1,n/a
NDARJJ216EGT,102309,3,1,n/a
NDARJK147LNJ,28896,2,0,n/a
