Row,data_pnts,event_cnt,key_events_exist,quality_checks
NDARAA306NT2,NaN,NaN,0,n/a
NDARAA504CRN,NaN,NaN,0,n/a
NDARAB514MAJ,157940,14,1,n/a
NDARAB977GFB,187312,14,1,n/a
NDARAD571FLB,219206,14,1,n/a
NDARAF003VCL,174089,14,1,n/a
NDARAG191AE8,382044,14,1,n/a
NDARAG610XL4,187862,14,1,n/a
NDARAH976BND,242712,14,1,n/a
NDARAJ977PRJ,177139,14,1,n/a
NDARAN524ZK6,NaN,NaN,0,n/a
NDARAN934AZL,177134,14,1,n/a
NDARAP912JK3,193886,14,1,n/a
NDARAR305LXG,177889,14,1,n/a
NDARAT709MMX,172788,14,1,n/a
NDARAV454VF0,223908,14,1,n/a
NDARAY298THW,180589,14,1,n/a
NDARBD370RBY,179964,14,1,n/a
NDARBJ375VP4,226083,14,1,n/a
NDARBL242L4H,182383,14,1,n/a
NDARBT436PMT,294057,14,1,n/a
NDARBV630BK6,199113,14,1,n/a
NDARCA050RZL,184465,14,1,n/a
NDARCB627KDN,174763,14,1,n/a
NDARCC059WTH,187787,14,1,n/a
NDARCC101PA9,231001,45,1,n/a
NDARCC824FCL,188586,14,1,n/a
NDARCJ330NBP,NaN,NaN,0,n/a
NDARCM050BN2,267999,14,1,n/a
NDARCM953HKD,176539,14,1,n/a
NDARCN681CXW,207132,14,1,n/a
NDARCR715LEY,190041,14,1,n/a
NDARCT889DMB,190960,14,1,n/a
NDARCV440TRV,184338,14,1,n/a
NDARCV628NRY,175386,14,1,n/a
NDARCX505WVX,187266,14,1,n/a
NDARDE502TEU,173710,14,1,n/a
NDARDF560NND,NaN,NaN,0,n/a
NDARDJ204EPU,195139,14,1,n/a
NDARDJ544BU5,223413,14,1,n/a
NDARDP292DVC,217056,14,1,n/a
NDARDP725ZVY,174187,14,1,n/a
NDARDV648WB5,224687,14,1,n/a
NDARDW178AC6,175563,14,1,n/a
NDAREB303XDC,172913,14,1,n/a
NDARED010UML,186936,14,1,n/a
NDAREF074ZAQ,215636,14,1,n/a
NDAREG013BLG,208833,14,1,n/a
NDARET558NB3,204185,14,1,n/a
NDARET888KD2,178412,14,1,n/a
NDAREV372WDG,173860,14,1,n/a
NDARFD069AW7,174483,14,1,n/a
NDARFJ988HKR,NaN,NaN,0,n/a
NDARFK819TD5,191385,14,1,n/a
NDARFP243NWY,174687,14,1,n/a
NDARFP503KJF,174009,14,1,n/a
NDARFP813TL5,185063,14,1,n/a
NDARFV725LGA,NaN,NaN,0,n/a
NDARFW100ZXX,NaN,NaN,0,n/a
NDARFW506ZZ0,183964,14,1,n/a
NDARFW669WJ9,NaN,NaN,0,n/a
NDARGB060TAM,245311,14,1,n/a
NDARGC255BUN,184059,14,1,n/a
NDARGM258RZU,179312,14,1,n/a
NDARGM421YWQ,195238,14,1,n/a
NDARGN210CK7,199162,14,1,n/a
NDARGU829GZ4,NaN,NaN,0,n/a
NDARGV263ZRY,184360,14,1,n/a
NDARGZ116HTR,177032,14,1,n/a
NDARHD276TYX,186791,14,1,n/a
NDARHN911CNJ,180467,14,1,n/a
NDARHU529JHV,174239,14,1,n/a
NDARHX252NVH,174836,14,1,n/a
NDARJA315FUQ,177360,14,1,n/a
NDARJC463HCM,221758,14,1,n/a
NDARJD142DHR,328581,14,1,n/a
NDARJH910CGX,178188,14,1,n/a
NDARJJ216EGT,176134,14,1,n/a
NDARJK147LNJ,264735,14,1,n/a
NDARJK154PF5,194037,14,1,n/a
NDARJL656RDA,216013,14,1,n/a
NDARJR280FEJ,184666,14,1,n/a
NDARJV547LA3,223559,14,1,n/a
NDARJW072UJ3,NaN,NaN,0,n/a
NDARJW503GA0,173007,14,1,n/a
NDARJX121GKP,176087,14,1,n/a
NDARJY577WNJ,172911,14,1,n/a
NDARKD590VF4,172185,14,1,n/a
NDARKH944KVE,NaN,NaN,0,n/a
NDARKL223LLF,182636,14,1,n/a
NDARKM718VKX,190389,14,1,n/a
NDARKN742LEV,265058,14,1,n/a
NDARKT540ZW0,221059,14,1,n/a
NDARKU726AB4,NaN,NaN,0,n/a
NDARKZ949UAL,178113,14,1,n/a
NDARLA226ADX,181412,14,1,n/a
NDARLA457ELH,193164,14,1,n/a
NDARLE335PRN,179165,14,1,n/a
NDARLE412VD5,175011,14,1,n/a
NDARLE849LCR,176336,14,1,n/a
NDARLH043YDK,172311,14,1,n/a
NDARLH423CR7,177256,14,1,n/a
NDARLP417RC6,369004,30,1,n/a
NDARLR924YAV,185863,14,1,n/a
NDARMB290GPL,NaN,NaN,0,n/a
NDARMC694YF3,183214,14,1,n/a
NDARMF560MUH,179213,14,1,n/a
NDARMF846EVR,182313,14,1,n/a
NDARMG263JRX,242754,14,1,n/a
NDARMJ333WJM,191585,14,1,n/a
NDARMJ845MJA,203766,14,1,n/a
NDARML626PGU,NaN,NaN,0,n/a
NDARMR134HUY,192607,14,1,n/a
NDARMZ119VPH,209780,15,1,n/a
NDARNA421FL7,173785,14,1,n/a
NDARNB390JL3,180462,14,1,n/a
NDARNC130ZLK,175389,14,1,n/a
NDARNC489BX5,190663,14,1,n/a
NDARND604TNB,176460,14,1,n/a
NDARND805ZTP,329528,2,1,n/a
NDARNT205ZKP,NaN,NaN,0,n/a
NDARNT898ZPF,320189,14,1,n/a
NDARNU411FDE,NaN,NaN,0,n/a
NDARNV983DET,210030,30,1,n/a
NDARNW099DC7,172587,14,1,n/a
NDARNX050XBN,175438,14,1,n/a
NDARNZ084JVC,187763,14,1,n/a
NDARPC301UWR,184835,14,1,n/a
NDARPC745LTD,229109,14,1,n/a
NDARPE830YU0,173014,14,1,n/a
NDARPJ001BVE,NaN,NaN,0,n/a
NDARPJ691NEU,176586,14,1,n/a
NDARPK597XH0,225684,14,1,n/a
NDARPL406KX4,247757,14,1,n/a
NDARRE063LG2,207088,36,1,n/a
NDARRH199NCH,60769,2,1,n/a
NDARRL030XD8,180461,14,1,n/a
NDARRR595LRJ,196061,14,1,n/a
NDARRU820CXW,196837,14,1,n/a
NDARRV002MA8,175711,14,1,n/a
NDARRX084UML,NaN,NaN,0,n/a
NDARRX552PP2,183209,14,1,n/a
NDARRY885YL9,178363,14,1,n/a
NDARRZ940HX6,174911,14,1,n/a
NDARRZ993EL4,178963,14,1,n/a
NDARTF150VPJ,180834,14,1,n/a
NDARTH529YKZ,176309,14,1,n/a
NDARTJ862ENU,181041,14,1,n/a
NDARTN760YH8,252927,14,1,n/a
NDARTP022VL6,NaN,NaN,0,n/a
NDARTV119WJK,175210,14,1,n/a
NDARTV296UNC,NaN,NaN,0,n/a
NDARTZ018PD5,172112,14,1,n/a
NDARUA745NA8,NaN,NaN,0,n/a
NDARUC715YN4,202807,14,1,n/a
NDARUC980NZ5,210659,14,1,n/a
NDARUD394JAW,260118,45,1,n/a
NDARUK054GTN,182359,14,1,n/a
NDARUK588UY6,266883,14,1,n/a
NDARUK719URM,370352,15,1,n/a
NDARUP441BKK,346782,45,1,n/a
NDARUT142RT3,295807,14,1,n/a
NDARUW206XUG,177210,14,1,n/a
NDARUZ200NRJ,174414,14,1,n/a
NDARVC318GTX,185408,14,1,n/a
NDARVJ687ENB,179365,14,1,n/a
NDARVK407TGE,176461,14,1,n/a
NDARVM287DJK,NaN,NaN,0,n/a
NDARVP894EX0,206257,15,1,n/a
NDARVR601FUT,174816,14,1,n/a
NDARVV704MND,173690,14,1,n/a
NDARVY860TY0,186039,14,1,n/a
NDARWE130JMG,NaN,NaN,0,n/a
NDARWP675DHU,NaN,NaN,0,n/a
NDARWX376FTQ,192114,14,1,n/a
NDARXB023AMW,173682,14,1,n/a
NDARXD907ZJL,174162,14,1,n/a
NDARXE912NZP,176360,14,1,n/a
NDARXF294ME0,199613,14,1,n/a
NDARXF711LJ9,195813,14,1,n/a
NDARXJ973GFA,239535,14,1,n/a
NDARXL534AZA,NaN,NaN,0,n/a
NDARXX939FFN,196716,30,1,n/a
NDARXZ710ZJ8,NaN,NaN,0,n/a
NDARYA877HN5,178384,14,1,n/a
NDARYB414NGM,192437,14,1,n/a
NDARYG172DBJ,175686,14,1,n/a
NDARYJ334EHH,177085,14,1,n/a
NDARYJ694EU0,172060,14,1,n/a
NDARYL268BVG,196581,14,1,n/a
NDARYW789GNP,179163,14,1,n/a
NDARYY793DXM,185064,14,1,n/a
NDARZE389XF0,175058,14,1,n/a
NDARZF625MH8,174210,14,1,n/a
NDARZH699ZET,259682,14,1,n/a
NDARZP065VGY,175637,14,1,n/a
NDARZR529EJ1,NaN,NaN,0,n/a
NDARZV132DRG,176611,14,1,n/a
NDARAM197GFY,NaN,NaN,0,n/a
NDARCU919KUL,NaN,NaN,0,n/a
NDARFB371EMF,175834,14,1,n/a
NDARFD628UVZ,182441,14,1,n/a
NDARFR873KZX,178490,14,1,n/a
NDARFV725DEQ,187790,14,1,n/a
NDARHP395DGY,179187,14,1,n/a
NDARKF899ZUB,174789,14,1,n/a
NDARKZ601KWB,172736,14,1,n/a
NDARPA005VVK,173060,14,1,n/a
NDARRN047XHC,173284,14,1,n/a
NDARRV410KY1,244284,14,1,n/a
NDARVK196LEK,238905,14,1,n/a
NDARWE818UA6,215687,14,1,n/a
NDARXE638NCB,177536,14,1,n/a
NDARZV895RZ5,174761,14,1,n/a
